dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,lat,lon,cross_street,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3
100105435,2010-01-27T00:00:00.000,2010-01-27T00:00:00.000,1215,01,Central,0185,2,624,BATTERY - SIMPLE ASSAULT,0417,48,M,H,710,OTHER PREMISE,AO,Adult Other,624,1100 S  LOS ANGELES                  ST,34.0384,-118.2571,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105437,2010-01-27T00:00:00.000,2010-01-27T00:00:00.000,1000,01,Central,0195,2,888,TRESPASSING,,30,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,888,1800 S  MAIN                         ST,34.0317,-118.2641,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105438,2010-01-27T00:00:00.000,2010-01-27T00:00:00.000,0545,01,Central,0166,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0906,19,M,B,504,OTHER RESIDENCE,IC,Invest Cont,930,600 S  SAN PEDRO                    ST,34.0423,-118.2452,,511,VERBAL THREAT,,
100105449,2010-01-26T00:00:00.000,2010-01-26T00:00:00.000,1400,01,Central,0101,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,22,F,H,505,MOTEL,IC,Invest Cont,956,1300 W  SUNSET                       BL,34.0720,-118.2508,,,,,
100105451,2010-01-28T00:00:00.000,2010-01-24T00:00:00.000,1200,01,Central,0176,2,354,THEFT OF IDENTITY,0377,38,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,700 S  LOS ANGELES                  ST,34.0433,-118.2504,,,,,
100105461,2010-01-27T00:00:00.000,2010-01-27T00:00:00.000,1400,01,Central,0159,1,330,BURGLARY FROM VEHICLE,0344 1609,19,M,A,101,STREET,IC,Invest Cont,330,SANTA FE                     AV,34.0421,-118.2327,4TH                          ST,,,,
100105462,2010-01-27T00:00:00.000,2010-01-27T00:00:00.000,1800,01,Central,0159,1,330,BURGLARY FROM VEHICLE,0344 1609,24,M,A,707,GARAGE/CARPORT,IC,Invest Cont,330,400    MOLINO                       ST,34.0430,-118.2341,,,,,
100105465,2010-01-14T00:00:00.000,2010-01-14T00:00:00.000,1500,01,Central,0138,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,47,F,H,203,OTHER BUSINESS,IC,Invest Cont,440,300 E  2ND                          ST,34.0493,-118.2418,,,,,
100105471,2010-01-28T00:00:00.000,2010-01-26T00:00:00.000,1230,01,Central,0142,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,,36,M,W,203,OTHER BUSINESS,IC,Invest Cont,930,400 S  FIGUEROA                     ST,34.0535,-118.2560,,,,,
100105475,2010-01-21T00:00:00.000,2010-01-21T00:00:00.000,2130,01,Central,0129,2,946,OTHER MISCELLANEOUS CRIME,0908,0,M,O,203,OTHER BUSINESS,IC,Invest Cont,946,700 E  COMMERCIAL                   ST,34.0529,-118.2329,,,,,
100105476,2010-01-28T00:00:00.000,2010-01-26T00:00:00.000,1535,01,Central,0111,2,860,BATTERY WITH SEXUAL CONTACT,0503 0522,14,F,H,101,STREET,IC,Invest Cont,860,700 W  CESAR E CHAVEZ               AV,34.0606,-118.2439,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105477,2010-01-28T00:00:00.000,2010-01-28T00:00:00.000,0150,01,Central,0185,1,310,BURGLARY,0344,50,M,H,201,JEWELRY STORE,IC,Invest Cont,310,300 E  11TH                         ST,34.0378,-118.2561,,,,,
100105482,2010-01-28T00:00:00.000,2010-01-27T00:00:00.000,1600,01,Central,0154,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,41,M,B,102,SIDEWALK,IC,Invest Cont,440,500 S  MAIN                         ST,34.0467,-118.2485,,,,,
100105483,2010-01-28T00:00:00.000,2010-01-22T00:00:00.000,2100,01,Central,0166,1,350,"THEFT, PERSON",0344,38,M,H,710,OTHER PREMISE,IC,Invest Cont,350,600 S  SAN PEDRO                    ST,34.0423,-118.2452,,,,,
100105484,2010-01-28T00:00:00.000,2010-01-27T00:00:00.000,1715,01,Central,0138,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,23,F,W,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,4TH,34.0433,-118.2381,ALAMEDA,,,,
100105489,2010-01-28T00:00:00.000,2010-01-23T00:00:00.000,1930,01,Central,0192,1,761,BRANDISH WEAPON,0334 0432 0601,58,F,H,203,OTHER BUSINESS,IC,Invest Cont,761,1500 S  FLOWER                       ST,34.0379,-118.2682,,102,HAND GUN,,
100105499,2010-01-28T00:00:00.000,2010-01-24T00:00:00.000,2330,01,Central,0142,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 0601 1300,40,M,W,101,STREET,IC,Invest Cont,331,4TH,34.0523,-118.2536,HOPE,,,,
100105506,2010-01-29T00:00:00.000,2010-01-27T00:00:00.000,1530,01,Central,0185,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,25,M,B,203,OTHER BUSINESS,IC,Invest Cont,440,900    SANTEE                       ST,34.0401,-118.2533,,,,,
100105511,2010-01-29T00:00:00.000,2010-01-28T00:00:00.000,2010,01,Central,0164,1,350,"THEFT, PERSON",0344,62,F,W,108,PARKING LOT,AA,Adult Arrest,350,6TH,34.0446,-118.2490,MAIN,,,,
100105513,2010-01-29T00:00:00.000,2010-01-29T00:00:00.000,0215,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0416,23,M,W,207,BAR/COCKTAIL/NIGHTCLUB,IC,Invest Cont,624,500 W  7TH                          ST,34.0467,-118.2556,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105519,2010-01-29T00:00:00.000,2010-01-27T00:00:00.000,2300,01,Central,0162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,50,M,W,102,SIDEWALK,IC,Invest Cont,341,7TH                          ST,34.0473,-118.2566,GRAND,,,,
100105520,2010-01-28T00:00:00.000,2010-01-28T00:00:00.000,1430,01,Central,0101,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,23,F,K,507,CONDOMINIUM/TOWNHOUSE,IC,Invest Cont,745,1000    FIGUEROA                     TR,34.0683,-118.2450,,,,,
100105522,2010-01-29T00:00:00.000,2010-01-28T00:00:00.000,0800,01,Central,0192,1,121,"RAPE, FORCIBLE",,19,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,121,1300 S  FLOWER                       ST,34.0401,-118.2668,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,
100105524,2010-01-29T00:00:00.000,2010-01-29T00:00:00.000,0845,01,Central,0124,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,36,M,W,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",IC,Invest Cont,440,200 N  MAIN                         ST,34.0532,-118.2425,,,,,
100105525,2010-01-29T00:00:00.000,2010-01-29T00:00:00.000,1030,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0416,64,M,O,203,OTHER BUSINESS,AO,Adult Other,624,600 S  HILL                         ST,34.0474,-118.2531,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105527,2010-01-29T00:00:00.000,2010-01-28T00:00:00.000,1330,01,Central,0141,2,946,OTHER MISCELLANEOUS CRIME,,43,M,W,101,STREET,IC,Invest Cont,946,300 S  FIGUEROA                     ST,34.0551,-118.2545,,,,,
100105528,2010-01-29T00:00:00.000,2010-01-27T00:00:00.000,1430,01,Central,0154,2,946,OTHER MISCELLANEOUS CRIME,,43,M,W,101,STREET,IC,Invest Cont,946,100 E  5TH                          ST,34.0467,-118.2485,,,,,
100105529,2010-01-29T00:00:00.000,2010-01-28T00:00:00.000,2300,01,Central,0182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,341,1000 S  FLOWER                       ST,34.0444,-118.2628,,,,,
100105531,2010-01-29T00:00:00.000,2010-01-28T00:00:00.000,0040,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416 2000 2004,30,F,B,504,OTHER RESIDENCE,IC,Invest Cont,624,500 S  SAN PEDRO                    ST,34.0442,-118.2439,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105560,2010-01-29T00:00:00.000,2010-01-29T00:00:00.000,2240,01,Central,0159,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,18,F,H,203,OTHER BUSINESS,AA,Adult Arrest,745,SANTA FE,34.0384,-118.2305,6TH                          ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105562,2010-01-30T00:00:00.000,2010-01-29T00:00:00.000,1500,01,Central,0152,2,901,VIOLATION OF RESTRAINING ORDER,,0,F,H,738,LIBRARY,IC,Invest Cont,901,600 W  5TH                          ST,34.0502,-118.2540,,,,,
100105564,2010-01-30T00:00:00.000,2010-01-29T00:00:00.000,2230,01,Central,0139,1,330,BURGLARY FROM VEHICLE,0344 1609,26,M,O,101,STREET,IC,Invest Cont,330,800 E  1ST                          ST,34.0486,-118.2351,,,,,
100105565,2010-01-30T00:00:00.000,2010-01-28T00:00:00.000,2330,01,Central,0152,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,34,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,500 W  6TH                          ST,34.0481,-118.2542,,,,,
100105567,2010-01-30T00:00:00.000,2010-01-29T00:00:00.000,1835,01,Central,0192,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,34,M,A,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,HOPE,34.0363,-118.2677,VENICE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105568,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,0100,01,Central,0195,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,56,M,W,203,OTHER BUSINESS,AA,Adult Arrest,740,1700    MAPLE                        AV,34.0308,-118.2602,,,,,
100105571,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,0800,01,Central,0121,1,330,BURGLARY FROM VEHICLE,0344 1302,43,M,H,101,STREET,IC,Invest Cont,330,DIAMOND,34.0584,-118.2513,FIGUEROA,,,,
100105572,2010-01-30T00:00:00.000,2010-01-27T00:00:00.000,2100,01,Central,0162,1,330,BURGLARY FROM VEHICLE,0344 1300,22,F,H,108,PARKING LOT,IC,Invest Cont,330,7TH,34.0463,-118.2550,HILL,,,,
100105573,2010-01-30T00:00:00.000,2010-01-29T00:00:00.000,1630,01,Central,0112,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 1218,63,F,H,101,STREET,IC,Invest Cont,624,HILL,34.0571,-118.2435,TEMPLE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105574,2010-01-30T00:00:00.000,2010-01-29T00:00:00.000,1630,01,Central,0112,2,624,BATTERY - SIMPLE ASSAULT,0416 1218,42,M,H,101,STREET,IC,Invest Cont,624,HILL,34.0571,-118.2435,TEMPLE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105585,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,1430,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416 0419 0917,44,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624,600    WALL                         ST,34.0435,-118.2471,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105586,2010-01-30T00:00:00.000,2010-01-22T00:00:00.000,1900,01,Central,0195,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,24,M,B,504,OTHER RESIDENCE,IC,Invest Cont,341,1800 S  MAIN                         ST,34.0317,-118.2641,,,,,
100105592,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,1530,01,Central,0185,2,946,OTHER MISCELLANEOUS CRIME,0601 0914,41,M,W,102,SIDEWALK,IC,Invest Cont,946,1100 S  LOS ANGELES                  ST,34.0384,-118.2571,,,,,
100105594,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,0945,01,Central,0148,1,220,ATTEMPTED ROBBERY,0302 0432 0906 0907 1100 1402,30,M,B,102,SIDEWALK,AO,Adult Other,220,6TH,34.0403,-118.2421,STANFORD,102,HAND GUN,998,
100105595,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,0945,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0411 0417 0429,33,M,B,102,SIDEWALK,AO,Adult Other,230,6TH,34.0403,-118.2421,STANFORD,207,OTHER KNIFE,,
100105596,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,1830,01,Central,0155,2,624,BATTERY - SIMPLE ASSAULT,0400 2000,49,F,B,102,SIDEWALK,IC,Invest Cont,624,6TH,34.0435,-118.2471,WALL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105597,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,1645,01,Central,0162,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 2000,42,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,236,700 S  OLIVE                        ST,34.0467,-118.2556,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105605,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,0305,01,Central,0153,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,29,M,W,102,SIDEWALK,IC,Invest Cont,624,6TH,34.0463,-118.2515,SPRING                       ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105607,2010-01-30T00:00:00.000,2010-01-30T00:00:00.000,1745,01,Central,0127,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,M,O,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",IC,Invest Cont,440,600 N  ALAMEDA                      ST,34.0533,-118.2379,,,,,
100105609,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,0715,01,Central,0127,2,624,BATTERY - SIMPLE ASSAULT,1212 1501,21,M,B,726,POLICE FACILITY,AO,Adult Other,624,100 N  LOS ANGELES                  ST,34.0515,-118.2424,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105611,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,0710,01,Central,0111,1,330,BURGLARY FROM VEHICLE,0344 1609,21,F,O,108,PARKING LOT,IC,Invest Cont,330,500 N  FIGUEROA                     ST,34.0617,-118.2469,,,,,
100105612,2010-01-31T00:00:00.000,2010-01-30T00:00:00.000,2200,01,Central,0176,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,25,M,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,7TH                          ST,34.0407,-118.2468,SAN PEDRO                    ST,,,,
100105616,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,1145,01,Central,0154,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0408 0416 2000,52,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,500 S  MAIN                         ST,34.0467,-118.2485,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105621,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,1035,01,Central,0152,2,624,BATTERY - SIMPLE ASSAULT,0400,55,M,W,109,PARK/PLAYGROUND,IC,Invest Cont,624,6TH,34.0481,-118.2542,OLIVE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105622,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,1400,01,Central,0181,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,36,F,B,710,OTHER PREMISE,IC,Invest Cont,341,1100    CHERRY                       ST,34.0451,-118.2700,,,,,
100105623,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,1600,01,Central,0182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0701,40,F,O,108,PARKING LOT,IC,Invest Cont,341,12TH                         ST,34.0423,-118.2666,FIGUEROA                     ST,,,,
100105624,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,1240,01,Central,0118,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432 1402,69,M,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,930,300    BLOOM                        ST,34.0633,-118.2290,,511,VERBAL THREAT,998,
100105629,2010-02-01T00:00:00.000,2010-01-31T00:00:00.000,2315,01,Central,0161,2,624,BATTERY - SIMPLE ASSAULT,0416 9999,40,M,O,101,STREET,IC,Invest Cont,624,700 S  FIGUEROA                     ST,34.0494,-118.2599,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",999,
100105631,2010-01-29T00:00:00.000,2010-01-29T00:00:00.000,2330,01,Central,0122,2,920,KIDNAPPING - GRAND ATTEMPT,0400,24,F,H,101,STREET,IC,Invest Cont,920,TEMPLE                       ST,34.0598,-118.2485,FIGUEROA                     ST,500,UNKNOWN WEAPON/OTHER WEAPON,,
100105632,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,2230,01,Central,0155,1,210,ROBBERY,0400 0416 1218,59,M,H,102,SIDEWALK,IC,Invest Cont,210,5TH                          ST,34.0449,-118.2458,WALL                         ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105633,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,1800,01,Central,0152,1,210,ROBBERY,0344 0416,33,M,H,102,SIDEWALK,IC,Invest Cont,210,7TH                          ST,34.0480,-118.2577,HOPE                         ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105639,2010-01-31T00:00:00.000,2010-01-31T00:00:00.000,2115,01,Central,0181,1,330,BURGLARY FROM VEHICLE,0344,25,M,W,108,PARKING LOT,IC,Invest Cont,330,1200 S  FIGUEROA                     ST,34.0423,-118.2666,,,,,
100105640,2010-02-01T00:00:00.000,2010-01-31T00:00:00.000,1845,01,Central,0141,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,24,F,W,108,PARKING LOT,IC,Invest Cont,420,300 S  FIGUEROA                     ST,34.0551,-118.2545,,,,,
100105641,2010-01-31T00:00:00.000,2010-01-04T00:00:00.000,2100,01,Central,0152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0400,19,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,341,600 S  FLOWER                       ST,34.0502,-118.2574,,,,,
100105644,2010-02-01T00:00:00.000,2010-01-29T00:00:00.000,1200,01,Central,0152,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,49,F,A,203,OTHER BUSINESS,AO,Adult Other,956,500 S  FLOWER                       ST,34.0516,-118.2561,,,,,
100105649,2010-02-01T00:00:00.000,2010-01-30T00:00:00.000,1800,01,Central,0111,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,800    ALPINE                       ST,34.0637,-118.2440,,,,,
100105651,2010-02-01T00:00:00.000,2010-02-01T00:00:00.000,1205,01,Central,0166,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411,41,M,H,102,SIDEWALK,IC,Invest Cont,230,6TH,34.0423,-118.2452,SAN PEDRO,203,DIRK/DAGGER,,
100105653,2010-02-01T00:00:00.000,2010-02-01T00:00:00.000,1400,01,Central,0185,1,210,ROBBERY,0325 0400 0416,32,F,H,406,OTHER STORE,AO,Adult Other,210,200 E  11TH                         ST,34.0384,-118.2571,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105655,2010-01-27T00:00:00.000,2010-01-24T00:00:00.000,2230,01,Central,0111,1,330,BURGLARY FROM VEHICLE,0344 1251 1300,23,F,A,108,PARKING LOT,IC,Invest Cont,330,500 N  FIGUEROA                     ST,34.0617,-118.2469,,,,,
100105663,2010-02-02T00:00:00.000,2010-02-01T00:00:00.000,2025,01,Central,0147,2,946,OTHER MISCELLANEOUS CRIME,,26,M,H,101,STREET,AO,Adult Other,946,5TH                          ST,34.0446,-118.2450,SAN JULIAN                   ST,,,998,
100105664,2010-02-02T00:00:00.000,2010-02-01T00:00:00.000,1825,01,Central,0119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,33,F,A,210,RESTAURANT/FAST FOOD,IC,Invest Cont,440,900 N  VIGNES                       ST,34.0566,-118.2319,,,,,
100105669,2010-02-02T00:00:00.000,2010-02-01T00:00:00.000,1930,01,Central,0147,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37,M,H,203,OTHER BUSINESS,IC,Invest Cont,440,300 E  5TH                          ST,34.0449,-118.2458,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105670,2010-02-02T00:00:00.000,2010-02-01T00:00:00.000,1440,01,Central,0163,2,649,DOCUMENT FORGERY / STOLEN FELONY,9999,49,F,W,203,OTHER BUSINESS,IC,Invest Cont,649,800 S  BROADWAY,34.0438,-118.2547,,,,,
100105672,2010-02-02T00:00:00.000,2010-02-01T00:00:00.000,1840,01,Central,0185,2,900,VIOLATION OF COURT ORDER,1501,34,M,W,702,OFFICE BUILDING/OFFICE,AO,Adult Other,900,100 E  9TH                          ST,34.0416,-118.2550,,,,,
100105674,2010-02-02T00:00:00.000,2010-02-01T00:00:00.000,2100,01,Central,0111,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,CESAR E CHAVEZ,34.0599,-118.2426,HILL                         PL,,,,
100105675,2010-02-02T00:00:00.000,2010-02-01T00:00:00.000,2359,01,Central,0147,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0907 1020,39,F,O,108,PARKING LOT,IC,Invest Cont,230,300 E  5TH                          ST,34.0449,-118.2458,,218,OTHER CUTTING INSTRUMENT,,
100105687,2010-02-02T00:00:00.000,2010-01-30T00:00:00.000,1200,01,Central,0159,1,330,BURGLARY FROM VEHICLE,0344 1607,30,M,W,101,STREET,IC,Invest Cont,330,MOLINO                       ST,34.0404,-118.2337,PALMETTO                     ST,,,,
100105690,2010-02-02T00:00:00.000,2010-01-31T00:00:00.000,1300,01,Central,0159,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1300,25,F,W,101,STREET,IC,Invest Cont,331,500    MOLINO                       ST,34.0413,-118.2338,,,,,
100105694,2010-02-02T00:00:00.000,2010-02-02T00:00:00.000,1215,01,Central,0134,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416,35,M,H,101,STREET,AO,Adult Other,230,4TH                          ST,34.0492,-118.2488,SPRING                       ST,500,UNKNOWN WEAPON/OTHER WEAPON,,
100105697,2010-02-02T00:00:00.000,2010-02-02T00:00:00.000,0515,01,Central,0119,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,900    AVILA                        ST,34.0570,-118.2327,,,,,
100105698,2010-02-02T00:00:00.000,2010-02-02T00:00:00.000,0630,01,Central,0111,1,330,BURGLARY FROM VEHICLE,0358 1307 1609,25,M,H,108,PARKING LOT,AA,Adult Arrest,330,900 N  BROADWAY,34.0640,-118.2375,,,,,
100105706,2010-02-02T00:00:00.000,2010-02-02T00:00:00.000,1250,01,Central,0157,2,888,TRESPASSING,0601,30,M,W,504,OTHER RESIDENCE,IC,Invest Cont,888,700 E  6TH                          ST,34.0412,-118.2436,,,,,
100105709,2010-02-02T00:00:00.000,2010-02-02T00:00:00.000,1600,01,Central,0157,2,900,VIOLATION OF COURT ORDER,0601,0,M,B,504,OTHER RESIDENCE,IC,Invest Cont,900,500 S  SAN PEDRO                    ST,34.0442,-118.2439,,,,,
100105711,2010-02-02T00:00:00.000,2010-01-27T00:00:00.000,2000,01,Central,0138,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0701,29,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,200 S  SAN PEDRO                    ST,34.0493,-118.2418,,,,,
100105715,2010-02-03T00:00:00.000,2010-02-02T00:00:00.000,1945,01,Central,0159,2,624,BATTERY - SIMPLE ASSAULT,0400,19,M,B,102,SIDEWALK,IC,Invest Cont,624,6TH                          ST,34.0398,-118.2413,GLADYS                       ST,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105718,2010-02-03T00:00:00.000,2010-02-01T00:00:00.000,1300,01,Central,0142,1,330,BURGLARY FROM VEHICLE,0344,31,F,H,108,PARKING LOT,IC,Invest Cont,330,300 S  GRAND                        AV,34.0530,-118.2513,,,,,
100105732,2010-02-03T00:00:00.000,2010-01-10T00:00:00.000,1200,01,Central,0159,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,M,O,203,OTHER BUSINESS,IC,Invest Cont,740,800 E  4TH                          ST,34.0433,-118.2377,,,,,
100105738,2010-02-03T00:00:00.000,2010-02-03T00:00:00.000,0900,01,Central,0147,2,624,BATTERY - SIMPLE ASSAULT,0400,39,F,H,503,HOTEL,IC,Invest Cont,624,300 E  5TH                          ST,34.0449,-118.2458,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,
100105771,2010-02-03T00:00:00.000,2010-02-03T00:00:00.000,1630,01,Central,0185,2,946,OTHER MISCELLANEOUS CRIME,1402,0,M,O,203,OTHER BUSINESS,AA,Adult Arrest,946,300 E  12TH                         ST,34.0363,-118.2573,,,,998,
100105789,2010-02-03T00:00:00.000,2010-02-03T00:00:00.000,1720,01,Central,0157,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,60,M,O,122,"VEHICLE, PASSENGER/TRUCK",AA,Adult Arrest,740,STANFORD,34.0390,-118.2444,7TH,,,998,
100105790,2010-02-03T00:00:00.000,2010-02-03T00:00:00.000,2145,01,Central,0192,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0334 0416 1243 1402 2000,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,236,1500 S  HOPE                         ST,34.0371,-118.2672,,200,KNIFE WITH BLADE 6INCHES OR LESS,998,
